SMILES,Fitness Values
C#CCCOCCCCNC(=C)OCONCOC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.12184217571154829)"
C#CCCCOCOCCC(=C)ONOCNCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.12184217571154829)"
C#CNOCCCOCCC(=C)CCONCOC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.09279895493753137)"
C#COCCCCOC(=C)CCOCNCONC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.09279895493753137)"
C#CCCCOCOC(=C)CCOCONCNC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.09279895493753137)"
C#CCCCOCOCOC(=C)NOCCCNC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.09279895493753137)"
N#CCCCCCNOC(=O)NOCCCCOCC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.3911264551610667)"
N#CCCCCCOC(=O)NONCCCCOCC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.3911264551610667)"
N#CCCCCNOC(=O)NOCCCCCOCC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.3911264551610667)"
N#CCCCCCNC(=O)NOCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.3025635341333911)"
N#CCCCCOCNC(=O)NOCOCCCCC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.3025635341333911)"
N#COCCCCCONC(=O)NCCCCCOC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.3025635341333911)"
N#CCCCCCOC(=O)NCONCOCCCC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.30080596534590126)"
N#CCCCCCOCNOC(=O)NCOCCCC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.30080596534590126)"
N#CCCCCCOCOC(=O)NCNOCCCC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.30080596534590126)"
N#CCCCCCOC(=O)NOCNCOCCCC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.30080596534590126)"
N#CCCCCNOCOC(=O)NCCCCCOC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.22916628989161678)"
N#CCCCCNOC(=O)NCCCCCOCOC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.22916628989161678)"
N#CCCCCCOC(=O)NCONCCCCOC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.22916628989161678)"
N#COCCCCCOC(=O)NCONCCCCC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.22916628989161678)"
N#CCCCCCCCOC(=O)NCONCCOC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.22916628989161678)"
N#CCCCCNOC(=O)NCOCCCCCOC#N,"(1.0, 1.0, 1.0, 0.3575790000000001, 0.5087205485714287, 0.22916628989161678)"
N#CCCCCCNC(=O)COCCCCOCC#N,"(1.0, 1.0, 1.0, 0.356839, 0.4961756114285716, 0.5163785995399818)"
N#CCCCCCNC(=O)CCOCCOCCC#N,"(1.0, 1.0, 1.0, 0.356839, 0.4961756114285716, 0.5163785995399818)"
N#CCCOCCCCC(=O)NCCCOCCC#N,"(1.0, 1.0, 1.0, 0.356839, 0.4961756114285715, 0.5163785995399818)"
N#CCCCCOCCC(=O)NCCOCCCC#N,"(1.0, 1.0, 1.0, 0.356839, 0.4961756114285715, 0.5163785995399818)"
N#CCCCOCCC(=O)NCCCCOCCC#N,"(1.0, 1.0, 1.0, 0.356839, 0.4961756114285715, 0.5163785995399818)"
N#CCCCOCCC(=O)NCCCCCOCC#N,"(1.0, 1.0, 1.0, 0.356839, 0.4961756114285715, 0.5163785995399818)"
C#CCCCCNOCOC(=O)CCCOCCC#N,"(1.0, 1.0, 1.0, 0.3568070000000001, 0.48366617142857155, 0.1812970390223539)"
C#CCCCOCOCOC(=O)CCCCCNC#N,"(1.0, 1.0, 1.0, 0.3568070000000001, 0.48366617142857155, 0.1377114691168962)"
C#CCCCOCONC(=O)CCOCCCCC#N,"(1.0, 1.0, 1.0, 0.356807, 0.48366617142857155, 0.23965434480948858)"
C#CNCCOCOCOC(=O)CCCCCCC#N,"(1.0, 1.0, 1.0, 0.356807, 0.48366617142857155, 0.1812970390223538)"
N#CCCOCOCOC(=CF)CCNCCNCC#N,"(1.0, 1.0, 1.0, 0.3567165, 0.54908656, 0.2114250750784552)"
C#COCNCCNC(=CF)OCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.35668450000000007, 0.5364491200000001, 0.21203545204858465)"
C#CCCCOCOC(=N)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.35661125000000005, 0.49801394857142856, 0.13276653790295084)"
C#CCCCONOCCC(=N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.35661125000000005, 0.49801394857142856, 0.13276653790295084)"
C#CCCCOCOCCC(=N)ONOCCCC#N,"(1.0, 1.0, 1.0, 0.35661125000000005, 0.49801394857142856, 0.13276653790295084)"
C#COCCNOCCC(=O)CNCCCCCC#N,"(1.0, 1.0, 1.0, 0.35619200000000006, 0.5384516114285715, 0.2775932721860941)"
C#CCNCCCCC(=O)CCOCONCCC#N,"(1.0, 1.0, 1.0, 0.35619200000000006, 0.5384516114285715, 0.21148191064831134)"
C#CCCCOCCC(=O)CCONCNCCC#N,"(1.0, 1.0, 1.0, 0.35619200000000006, 0.5384516114285715, 0.21148191064831134)"
C#CCCCCCCOCC(=O)CNCCNOC#N,"(1.0, 1.0, 1.0, 0.35619200000000006, 0.5384516114285715, 0.21148191064831134)"
C#CCNCCCCCC(=O)CCONCCOC#N,"(1.0, 1.0, 1.0, 0.35619200000000006, 0.5384516114285715, 0.21148191064831134)"
C#CCONCCCC(=O)CCOCNCCCC#N,"(1.0, 1.0, 1.0, 0.35619200000000006, 0.5384516114285715, 0.21148191064831134)"
C#CCONCCCC(=O)CCNCOCCCC#N,"(1.0, 1.0, 1.0, 0.35619200000000006, 0.5384516114285715, 0.21148191064831134)"
C#CCCNCNOCCC(=O)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.35619200000000006, 0.5384516114285715, 0.21148191064831134)"
C#CCCNOCNCCC(=O)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.35619200000000006, 0.5384516114285715, 0.21148191064831134)"
C#CCCCCCOCC(=O)CCNCCONC#N,"(1.0, 1.0, 1.0, 0.35619200000000006, 0.5384516114285715, 0.16064969904559254)"
C#CCCCOCCC(=O)CCNCCCONC#N,"(1.0, 1.0, 1.0, 0.35619200000000006, 0.5384516114285715, 0.16064969904559254)"
C#CCCCOCCC(=O)CNOCCCCNC#N,"(1.0, 1.0, 1.0, 0.35619200000000006, 0.5384516114285715, 0.16064969904559254)"
C#CCCCNCCC(=O)CCOCCCONC#N,"(1.0, 1.0, 1.0, 0.35619200000000006, 0.5384516114285715, 0.16064969904559254)"
C#CCCCOCCC(=O)CCONONCCC#C,"(1.0, 1.0, 1.0, 0.35616000000000003, 0.5258141714285715, 0.27824712580651184)"
C#CCCCCNOCC(=O)CCONOCCC#C,"(1.0, 1.0, 1.0, 0.35616000000000003, 0.5258141714285715, 0.27824712580651184)"
N#CCCCOCCC(=O)CONCCCOCC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.3696551963833834)"
N#CCCCOCCC(=O)CCOCCNOCC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.3696551963833834)"
N#CCCOCOCCC(=O)CCCNCOCC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.3696551963833834)"
N#CCCCNCOCCC(=O)CCOCOCC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.3696551963833834)"
N#CCCCNCOCC(=O)CCOCOCCC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.3696551963833834)"
N#CCCNCCCCC(=O)COCOCOCC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.3696551963833834)"
N#CCCCOCNCC(=O)COCOCCCC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.3696551963833834)"
N#CCCCOCCOCC(=O)CCONCCC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.3696551963833834)"
N#CCCCOCCC(=O)CCNCOCCOC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.28429293576534537)"
N#CNCCOCCCC(=O)CCOCCCOC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.28429293576534537)"
N#CCCCCOCCC(=O)COCOCNCC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.28429293576534537)"
N#CCCCOCCC(=O)CCOCOCNCC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.28429293576534537)"
N#CCCCOCNCC(=O)CCOCCCOC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.28429293576534537)"
N#CCOCOCCCC(=O)CCOCCCNC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.21658598843551036)"
N#CCCCCOCCC(=O)COCOCCNC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.21658598843551036)"
N#CCCCOCOCC(=O)CCOCCCNC#N,"(1.0, 1.0, 1.0, 0.35543650000000004, 0.5561275200000001, 0.21658598843551036)"
C=C(CNOCCOCCC#N)ONOCCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.27255889315064563)"
C=C(CNOCONCCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.2076465147507094)"
C=C(NCOCONCCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.2076465147507094)"
C=C(NCCOCCC#N)ONOCOCCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.2076465147507094)"
C=C(NCOCOCCCC#N)OCONCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.2076465147507094)"
C=C(NOCCOCCC#N)ONCOCCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.2076465147507094)"
C=C(CCONOCOCC#N)CNOCCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.2076465147507094)"
C=C(CNOCOCCCC#N)OCONCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.2076465147507094)"
C=C(CCCNOCOCC#N)OCONCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.2076465147507094)"
C=C(CNONCOCCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.2076465147507094)"
C=C(NCCONOCCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.2076465147507094)"
C=C(COCNONCC#N)OCOCCCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.1577361865149861)"
C=C(NOCNCCCCC#N)OCOCCOC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.1577361865149861)"
C=C(CCCNCCC#N)OCOCOCONC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.11981487450105108)"
C=C(CCONOCCNC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.11981487450105108)"
C=C(CCOCOCCCC#N)ONOCCNC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.11981487450105108)"
C=C(COCOCCCC#N)ONOCCCNC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.11981487450105108)"
C=C(OCCCCOCCC#N)OCONCNC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.11981487450105108)"
C=C(CCCOCOC#N)CCONOCCNC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.11981487450105108)"
C=C(CCOCONCNC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.11981487450105108)"
C=C(CCOCCCONC#N)OCONCCC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.11981487450105108)"
C=C(CCOCOCCCC#N)OCONCNC#N,"(1.0, 1.0, 1.0, 0.3552040000000001, 0.5595608685714286, 0.11981487450105108)"
C=C(COCNOCCC#N)OCONCCCC#N,"(1.0, 1.0, 1.0, 0.35520399999999996, 0.5595608685714286, 0.2076465147507094)"
C#CCCCCCNC(=O)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.35482199999999997, 0.49416361142857157, 0.3031038312010936)"
C#CCCCONOCCC(=O)NCCCCCC#N,"(1.0, 1.0, 1.0, 0.35482199999999997, 0.49416361142857157, 0.3031038312010936)"
C#CCCONOCCC(=O)NCCCCCCC#N,"(1.0, 1.0, 1.0, 0.35482199999999997, 0.49416361142857157, 0.3031038312010936)"
C#CCCCCCONC(=O)CCCNOCCC#N,"(1.0, 1.0, 1.0, 0.35482199999999997, 0.49416361142857157, 0.3031038312010936)"
C#CCCCCCCC(=O)NCOCONCCC#N,"(1.0, 1.0, 1.0, 0.35482199999999997, 0.49416361142857157, 0.2309168981021205)"
C#CCCNOCOCNC(=O)CCCCCCC#N,"(1.0, 1.0, 1.0, 0.35482199999999997, 0.49416361142857157, 0.2309168981021205)"
C#CNCCCCCCC(=O)NOCOCCCC#N,"(1.0, 1.0, 1.0, 0.35482199999999997, 0.49416361142857157, 0.17541325435790248)"
C#CCCNOCNCOC(=O)CCCCCCC#N,"(1.0, 1.0, 1.0, 0.35482199999999997, 0.49416361142857157, 0.17468721428531153)"
C#CCCCOCONC(=O)CCCCCCNC#N,"(1.0, 1.0, 1.0, 0.35482199999999997, 0.49416361142857157, 0.13324220346049923)"
C#CCCCCCNC(=O)CCCCOCONC#N,"(1.0, 1.0, 1.0, 0.35482199999999997, 0.49416361142857157, 0.13324220346049923)"
N#CCCCCCCC(=O)NCOCOCOCC#N,"(1.0, 1.0, 1.0, 0.35406650000000006, 0.5148615200000001, 0.4045826082296841)"
N#CCCCCCONC(=O)CCOCOCCC#N,"(1.0, 1.0, 1.0, 0.35406650000000006, 0.5148615200000001, 0.31115476957593174)"
N#CCCCCOCCC(=O)NOCOCCCC#N,"(1.0, 1.0, 1.0, 0.35406650000000006, 0.5148615200000001, 0.31115476957593174)"
N#CCCCOCOCNC(=O)CCCCCOC#N,"(1.0, 1.0, 1.0, 0.35406650000000006, 0.5148615200000001, 0.31115476957593174)"
N#CCCCCCNOC(=O)COCOCCCC#N,"(1.0, 1.0, 1.0, 0.35406650000000006, 0.5148615200000001, 0.30934729494865504)"
N#CCCCCCOC(=O)CNOCOCCCC#N,"(1.0, 1.0, 1.0, 0.35406650000000006, 0.5148615200000001, 0.23567342419513262)"
N#CCCNOCOC(=O)CCCCCCOCC#N,"(1.0, 1.0, 1.0, 0.35406650000000006, 0.5148615200000001, 0.23567342419513262)"
N#CCCCCCOC(=O)CCOCONCCC#N,"(1.0, 1.0, 1.0, 0.35406650000000006, 0.5148615200000001, 0.23567342419513262)"
N#CCCCOCOC(=N)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.35387075, 0.5292092971428571, 0.1722954795979053)"
N#CCCCCCOCCC(=N)OCOCONC#N,"(1.0, 1.0, 1.0, 0.35387075, 0.5292092971428571, 0.0996778641202912)"
N#CCCCNCOCCC(=O)CCCNOCC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.27328147934648234)"
N#CCCCCCNCC(=O)CCONCCOC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.27328147934648234)"
N#CCCCNCCC(=O)CCOCONCCC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.27328147934648234)"
N#CCCCNOCCC(=O)CNCOCCCC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.27328147934648234)"
N#CCCCNCOCC(=O)CCONCCCC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.27328147934648234)"
N#CCCNCNOCCC(=O)CCCOCCC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.2732814793464822)"
N#CCCCOCCC(=O)CNOCCCCNC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.20819701047454378)"
N#CNCCCCCCC(=O)COCOCCNC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.20819701047454378)"
N#CCCCNCCC(=O)CCOCCCONC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.20819701047454378)"
N#CCCCCOCCC(=O)CCNOCNCC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.20819701047454378)"
N#CCNCCCCCC(=O)CCONCCOC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.20819701047454378)"
N#CCCNOCCCCC(=O)CCOCCNC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.20819701047454378)"
N#CCCCOCCC(=O)CCNCCCONC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.20819701047454378)"
N#CCOCNCOCC(=O)CCCCCCNC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.2081970104745437)"
N#CCONCCOCC(=O)CCCCCCNC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.2081970104745437)"
N#CCCNOCCC(=O)CCOCCCCNC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.2081970104745437)"
N#CCNCOCOCC(=O)CCCCCCNC#N,"(1.0, 1.0, 1.0, 0.35345150000000003, 0.55868496, 0.15815436399451033)"
C#CCCNOCCC(=O)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.3534195, 0.54604752, 0.27433785619916484)"
C#CCCNONOCCC(=O)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.3534195, 0.54604752, 0.27433785619916484)"
C#CCCCONOCC(=O)CNOCCCCC#N,"(1.0, 1.0, 1.0, 0.3534195, 0.54604752, 0.27433785619916484)"
C#CCONCCCC(=O)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.3534195, 0.54604752, 0.27433785619916484)"
C#CCCCNOCCC(=O)CONOCCCC#N,"(1.0, 1.0, 1.0, 0.3534195, 0.54604752, 0.27433785619916484)"
C#CONCCCCC(=O)CCOCONCCC#N,"(1.0, 1.0, 1.0, 0.3534195, 0.54604752, 0.20900180157560538)"
C#COCCNOCCC(=O)CCCCCNOC#N,"(1.0, 1.0, 1.0, 0.3534195, 0.54604752, 0.20900180157560538)"
C#CCCCCCCOCC(=O)CNOCNOC#N,"(1.0, 1.0, 1.0, 0.3534195, 0.54604752, 0.1587657139098945)"
C#CCCCOCONCC(=O)CCCCNOC#N,"(1.0, 1.0, 1.0, 0.3534195, 0.54604752, 0.1587657139098945)"
C#COCCCCCC(=O)CCOCNCONC#N,"(1.0, 1.0, 1.0, 0.3534195, 0.54604752, 0.12059689350595848)"
C#CNCCCCCC(=O)CCOCOCONC#N,"(1.0, 1.0, 1.0, 0.3534195, 0.54604752, 0.12059689350595848)"
C#CCCOCONCC(=O)CCCCCONC#N,"(1.0, 1.0, 1.0, 0.3534195, 0.54604752, 0.12059689350595848)"
[C]C(=C)CCCC(C=O)N=O,"(1.0, 1.0, 1.0, 0.35337225000000005, 0.47202046285714283, 0.4286776595666362)"
N#CCCCCCCCC(=O)NCCONOCC#N,"(1.0, 1.0, 1.0, 0.35208150000000005, 0.52535896, 0.38963456006627545)"
N#CCCCCCONC(=O)CCONCCCC#N,"(1.0, 1.0, 1.0, 0.35208150000000005, 0.52535896, 0.38963456006627534)"
N#CCCCCCCONC(=O)CNOCCCC#N,"(1.0, 1.0, 1.0, 0.35208150000000005, 0.52535896, 0.38963456006627534)"
N#CCCCCCNC(=O)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.35208150000000005, 0.52535896, 0.38963456006627534)"
N#CCCCCCCNC(=O)CONOCCCC#N,"(1.0, 1.0, 1.0, 0.35208150000000005, 0.52535896, 0.38963456006627534)"
N#CCCCCCCNC(=O)CCONOCCC#N,"(1.0, 1.0, 1.0, 0.35208150000000005, 0.52535896, 0.38963456006627534)"
N#CCCCCCCC(=O)NCOCONCCC#N,"(1.0, 1.0, 1.0, 0.35208150000000005, 0.52535896, 0.29965858465031847)"
N#CNCCCCCC(=O)NOCCCCCOC#N,"(1.0, 1.0, 1.0, 0.35208150000000005, 0.52535896, 0.22829216834021196)"
N#CCCCCCCCC(=O)NOCOCCNC#N,"(1.0, 1.0, 1.0, 0.35208150000000005, 0.52535896, 0.1734194098487717)"
N#CCCCOCONC(=O)CCCCCCNC#N,"(1.0, 1.0, 1.0, 0.35208150000000005, 0.52535896, 0.1734194098487717)"
N#CCCCOCNC(=O)CCCCCCONC#N,"(1.0, 1.0, 1.0, 0.35208150000000005, 0.52535896, 0.1734194098487717)"
C#CCCOCOCCC(=N)COCNCOCC#C,"(1.0, 1.0, 1.0, 0.3520317500000001, 0.5292256000000001, 0.21097579665915578)"
C#COCCOCCC(=N)CCOCCNCOC#C,"(1.0, 1.0, 1.0, 0.3520317500000001, 0.5292256000000001, 0.21097579665915578)"
C#COCCOCCC(=C)NCNCCCOCC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.2755206759998271)"
C#CCOCOCOCCC(=C)NCCNCCC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.2755206759998271)"
C#CCCOCCOC(=C)NCOCCNCCC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.20990292208701675)"
C#COCCOCCCC(=C)CNCCNOCC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.20990292208701675)"
C#CCOCCCCNC(=C)COCNCCOC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.20990292208701675)"
C#CNCNCCCOC(=C)COCCOCCC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.15945023930744864)"
C#CNCCCNCOC(=C)COCCOCCC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.15945023930744864)"
C#CNCCOCNCC(=C)CCOCOCCC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.15945023930744864)"
C#CCCNCOCOC(=C)COCCCNCC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.15945023930744864)"
C#CCCNCCOCCC(=C)OCCNCOC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.15945023930744864)"
C#CCCNOCOCC(=C)CNCCCOCC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.15945023930744864)"
C#CNCCCOCOC(=C)CNCCOCCC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.15945023930744864)"
C#CCCNCCOCC(=C)OCOCCCNC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.12111685234617647)"
C#CCNCOCOCC(=C)CCOCCCNC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.12111685234617647)"
C#CNCCCOCOC(=C)COCCCNCC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.12111685234617647)"
C#CCCNCCOCCC(=C)OCOCCNC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.12111685234617647)"
C#CCNCOCCC(=C)CCOCOCCNC#N,"(1.0, 1.0, 1.0, 0.3520270000000001, 0.5317316114285714, 0.12111685234617647)"
C#CNCCOCOCNC(=C)OCCCCOC#C,"(1.0, 1.0, 1.0, 0.35199500000000006, 0.5190941714285715, 0.15974159177434905)"
C#CCCCCCCNC(=O)NOCOCCCC#N,"(1.0, 1.0, 1.0, 0.35196950000000005, 0.43057361142857153, 0.24817539139025888)"
C#CCCCCCCONC(=O)NCOCCCC#N,"(1.0, 1.0, 1.0, 0.35196950000000005, 0.43057361142857153, 0.24817539139025888)"
C#CCCCCCCCOC(=O)NCONCCC#N,"(1.0, 1.0, 1.0, 0.35196950000000005, 0.43057361142857153, 0.24754456146289086)"
C#CCCCCCOC(=O)NCONCCCCC#N,"(1.0, 1.0, 1.0, 0.35196950000000005, 0.43057361142857153, 0.24754456146289086)"
N#CCCCCCONC(=O)CCONCCOCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.35545210148286593)"
N#CCCCCOCCNC(=O)CONOCCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.35545210148286593)"
N#CCCOCCCNC(=O)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.35545210148286593)"
N#CCCCCCNC(=O)CCONOCCOCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.35545210148286593)"
N#CCCCOCCC(=O)NONCCCCOCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.35545210148286593)"
N#CCCOCCCCONC(=O)CNOCCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.35545210148286593)"
N#CCOCCCCCONC(=O)CNOCCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.35545210148286593)"
N#CCOCCCCNC(=O)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.35545210148286593)"
N#CCCCOCCNC(=O)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.35545210148286593)"
N#CCCOCCCCC(=O)NCNOCOCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.27336967650718486)"
N#CCCCCOCNC(=O)CCOCONCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.27336967650718486)"
N#CCCCOCCCC(=O)NCONCOCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.27336967650718486)"
N#CCCCCOCCC(=O)NCOCONCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.27336967650718486)"
N#COCCCNCCONC(=O)CCCCCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.27336967650718486)"
N#CCCCCOCOCCC(=O)NCONCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.27336967650718486)"
N#CCCCCNCCCC(=O)NCOCOCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.27336967650718486)"
N#CCCCCCNC(=O)CCONCOCOCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.27336967650718486)"
